variety,country,points
Red Blend,United<br>States,87
Sparkling Blend,United<br>States,93
Cabernet Sauvignon,United<br>States,92
Chardonnay,United<br>States,93
Cabernet Sauvignon,United<br>States,92
Cabernet Sauvignon,United<br>States,92
Pinot Noir,United<br>States,92
Pinot Noir,United<br>States,93
Pinot Noir,United<br>States,93
White Blend,United<br>States,87
Pinot Noir,United<br>States,92
Chardonnay,United<br>States,92
Chardonnay,United<br>States,92
Pinot Noir,United<br>States,92
Riesling,United<br>States,92
Albariño,United<br>States,92
Chardonnay,United<br>States,93
Pinot Noir,United<br>States,93
Pinot Noir,United<br>States,92
Chardonnay,United<br>States,93
Bordeaux-style Red Blend,United<br>States,92
Pinot Noir,United<br>States,92
Cabernet Sauvignon,United<br>States,85
Cabernet Sauvignon,United<br>States,85
Pinot Noir,United<br>States,92
Cabernet Sauvignon,United<br>States,93
Cabernet Sauvignon-Syrah,United<br>States,93
Cabernet Sauvignon,United<br>States,91
Picpoul,United<br>States,91
Rhône-style Red Blend,United<br>States,91
Pinot Gris,United<br>States,85
White Blend,United<br>States,85
White Blend,United<br>States,85
Chardonnay,United<br>States,84
Riesling,United<br>States,84
Cabernet Sauvignon,United<br>States,91
Pinot Gris,United<br>States,84
Roussanne,United<br>States,84
G-S-M,United<br>States,91
Riesling,United<br>States,84
Riesling,United<br>States,84
Rosé,United<br>States,91
Merlot,United<br>States,84
Pinot Gris,United<br>States,88
Chardonnay,United<br>States,91
Viognier,United<br>States,88
Merlot,United<br>States,88
Pinot Noir,United<br>States,88
Riesling,United<br>States,88
Grenache Blanc,United<br>States,88
Chardonnay,United<br>States,88
Merlot,United<br>States,91
Riesling,United<br>States,88
Zinfandel,United<br>States,88
Bordeaux-style Red Blend,United<br>States,91
Chardonnay,United<br>States,91
Riesling,United<br>States,88
Cabernet Sauvignon,United<br>States,85
Tempranillo,United<br>States,85
Syrah,United<br>States,85
Sauvignon Blanc,United<br>States,84
Grüner Veltliner,United<br>States,88
Cabernet Sauvignon,United<br>States,88
Red Blend,United<br>States,86
Pinot Noir,United<br>States,86
Sauvignon Blanc,United<br>States,86
Pinot Noir,United<br>States,86
Cabernet Sauvignon,United<br>States,86
Cabernet Sauvignon,United<br>States,88
Merlot,United<br>States,88
Cabernet Sauvignon,United<br>States,88
Pinot Noir,United<br>States,88
Chardonnay,United<br>States,88
Pinot Noir,United<br>States,93
Red Blend,United<br>States,86
Pinot Noir,United<br>States,88
Cabernet Sauvignon,United<br>States,87
Red Blend,United<br>States,87
Merlot,United<br>States,87
Pinot Noir,United<br>States,87
Chardonnay,United<br>States,85
Tempranillo,United<br>States,85
Bordeaux-style Red Blend,United<br>States,86
Red Blend,United<br>States,86
Chardonnay,United<br>States,85
Pinot Blanc,United<br>States,85
Syrah,United<br>States,85
Pinot Noir,United<br>States,85
Cabernet Sauvignon,United<br>States,86
Riesling,United<br>States,85
White Blend,United<br>States,84
Pinot Noir,United<br>States,93
Chardonnay,United<br>States,93
Chardonnay,United<br>States,85
Riesling,United<br>States,85
Petit Manseng,United<br>States,85
Cabernet Sauvignon,United<br>States,93
Pinot Noir,United<br>States,93
Cabernet Sauvignon,United<br>States,85
Cabernet Sauvignon,United<br>States,93
Petite Sirah,United<br>States,85
Rhône-style White Blend,United<br>States,85
Vidal Blanc,United<br>States,85
Vidal Blanc,United<br>States,85
Cabernet Franc,United<br>States,85
Pinot Noir,United<br>States,93
Syrah,United<br>States,84
Pinot Noir,United<br>States,93
Chardonnay,United<br>States,84
Pinot Noir,United<br>States,93
Zinfandel,United<br>States,84
Syrah,United<br>States,84
Pinot Noir,United<br>States,84
Chardonnay,United<br>States,84
Meritage,United<br>States,84
Cabernet Sauvignon,United<br>States,84
Pinot Gris,United<br>States,93
Chardonnay,United<br>States,84
Rosé,United<br>States,84
Shiraz,United<br>States,84
Zinfandel,United<br>States,84
Moscato,United<br>States,85
Zinfandel,United<br>States,91
Red Blend,United<br>States,85
Chardonnay,United<br>States,93
Cabernet Sauvignon,United<br>States,93
Pinot Noir,United<br>States,93
Chardonnay,United<br>States,93
Chardonnay,United<br>States,93
Pinot Noir,United<br>States,92
Chardonnay,United<br>States,93
Pinot Noir,United<br>States,93
Chardonnay,United<br>States,88
Pinot Noir,United<br>States,92
Pinot Noir,United<br>States,88
Blaufränkisch,United<br>States,92
Chardonnay,United<br>States,88
Bordeaux-style Red Blend,United<br>States,93
Cabernet Sauvignon,United<br>States,88
Pinot Noir,United<br>States,88
Chardonnay,United<br>States,92
Pinot Noir,United<br>States,92
Red Blend,United<br>States,88
Petite Sirah,United<br>States,92
Zinfandel,United<br>States,92
Cabernet Sauvignon,United<br>States,88
Meritage,United<br>States,88
Syrah,United<br>States,92
Mourvèdre,United<br>States,88
Cabernet Sauvignon,United<br>States,92
Merlot-Cabernet Sauvignon,United<br>States,88
Tempranillo,United<br>States,88
Sauvignon Blanc,United<br>States,88
Pinot Gris,United<br>States,88
Cabernet Sauvignon,United<br>States,93
Riesling,United<br>States,93
White Blend,United<br>States,91
Petite Verdot,United<br>States,91
Cabernet Sauvignon,United<br>States,91
Pinot Noir,United<br>States,91
Pinot Noir,United<br>States,91
Cabernet Sauvignon,United<br>States,91
Roussanne,United<br>States,86
Cabernet Sauvignon,United<br>States,91
Sangiovese,United<br>States,92
Sauvignon Blanc,United<br>States,86
Rhône-style Red Blend,United<br>States,92
Zinfandel,United<br>States,92
Zinfandel,United<br>States,92
Pinot Blanc,United<br>States,93
Red Blend,United<br>States,86
Cabernet Sauvignon,United<br>States,86
Sauvignon Blanc,United<br>States,86
Rhône-style White Blend,United<br>States,86
Rosé,United<br>States,86
Chardonnay,United<br>States,92
Sparkling Blend,United<br>States,92
Cabernet Sauvignon,United<br>States,84
Petite Sirah,United<br>States,84
Merlot,United<br>States,84
Gewürztraminer,United<br>States,93
Cabernet Sauvignon,United<br>States,92
Chardonnay,United<br>States,92
Pinot Noir,United<br>States,93
Merlot,United<br>States,92
Carignane,United<br>States,85
Cabernet Sauvignon,United<br>States,92
Chardonnay,United<br>States,92
Rhône-style Red Blend,United<br>States,91
Red Blend,United<br>States,88
Pinot Noir,United<br>States,91
Cinsault,United<br>States,91
Chardonnay,United<br>States,91
Pinot Noir,United<br>States,91
Rhône-style Red Blend,United<br>States,91
Bordeaux-style Red Blend,United<br>States,91
Zinfandel,United<br>States,91
Pinot Noir,United<br>States,91
Sangiovese,United<br>States,91
Pinot Noir,United<br>States,91
Chardonnay,United<br>States,91
Viognier,United<br>States,91
Cabernet Franc,United<br>States,91
Cabernet Sauvignon,United<br>States,91
Pinot Noir,United<br>States,91
Red Blend,United<br>States,91
Zinfandel,United<br>States,91
Sparkling Blend,United<br>States,91
Pinot Noir,United<br>States,91
Chardonnay,United<br>States,91
Carmenère,United<br>States,91
Pinot Noir,United<br>States,91
Grüner Veltliner,United<br>States,91
Cabernet Franc,United<br>States,91
Chardonnay,United<br>States,85
Merlot,United<br>States,85
Cabernet Franc,United<br>States,91
Syrah,United<br>States,92
Red Blend,United<br>States,91
Syrah,United<br>States,91
Pinot Noir,United<br>States,92
Sauvignon Blanc,United<br>States,90
Zinfandel,United<br>States,90
Cabernet Sauvignon,United<br>States,90
Pinot Noir,United<br>States,90
Chardonnay,United<br>States,90
Pinot Noir,United<br>States,90
White Blend,United<br>States,90
Pinot Noir,United<br>States,90
Pinot Grigio,United<br>States,90
Syrah,United<br>States,90
Chardonnay,United<br>States,87
Syrah,United<br>States,90
Pinot Noir,United<br>States,91
Cabernet Sauvignon,United<br>States,90
Sauvignon Blanc,United<br>States,87
Pinot Noir,United<br>States,87
Chardonnay,United<br>States,88
Chardonnay,United<br>States,88
Zinfandel,United<br>States,88
Chardonnay,United<br>States,88
Pinot Noir,United<br>States,88
Cabernet Sauvignon,United<br>States,88
Pinot Noir,United<br>States,88
Pinot Noir,United<br>States,88
Cabernet Sauvignon,United<br>States,88
Albariño,United<br>States,91
Pinot Noir,United<br>States,88
Sagrantino,United<br>States,87
Fumé Blanc,United<br>States,85
Pinot Grigio,United<br>States,86
Cabernet Franc,United<br>States,85
Sauvignon Blanc,United<br>States,84
Zinfandel,United<br>States,83
Red Blend,United<br>States,85
Cabernet Franc,United<br>States,85
Chardonnay,United<br>States,85
Zinfandel,United<br>States,83
White Blend,United<br>States,83
Chardonnay,United<br>States,83
Cabernet Sauvignon,United<br>States,94
Sauvignon Blanc,United<br>States,85
Chardonnay,United<br>States,85
Bordeaux-style Red Blend,United<br>States,94
Pinot Noir,United<br>States,94
Syrah,United<br>States,90
Red Blend,United<br>States,85
Sauvignon Blanc,United<br>States,85
Norton,United<br>States,85
Cabernet Sauvignon,United<br>States,93
Red Blend,United<br>States,85
Chambourcin,United<br>States,85
Chardonnay,United<br>States,93
Riesling,United<br>States,87
Pinot Noir,United<br>States,85
Pinot Gris,United<br>States,87
Riesling,United<br>States,87
Nebbiolo,United<br>States,87
Syrah-Mourvèdre,United<br>States,87
Chardonnay,United<br>States,87
Cabernet Sauvignon,United<br>States,94
Riesling,United<br>States,87
Cabernet Franc,United<br>States,90
Chardonnay,United<br>States,90
Chardonnay,United<br>States,85
Pinot Noir,United<br>States,85
Syrah,United<br>States,90
White Blend,United<br>States,85
Merlot,United<br>States,85
Bordeaux-style Red Blend,United<br>States,90
Pinot Grigio,United<br>States,85
Chardonnay,United<br>States,85
Cabernet Sauvignon,United<br>States,85
Red Blend,United<br>States,90
Pinot Noir,United<br>States,90
White Blend,United<br>States,90
Red Blend,United<br>States,90
Bordeaux-style Red Blend,United<br>States,84
Pinot Noir,United<br>States,90
Mourvèdre,United<br>States,90
Zweigelt,United<br>States,90
Viognier,United<br>States,90
Bordeaux-style Red Blend,United<br>States,90
Red Blend,United<br>States,90
Chardonnay,United<br>States,90
Red Blend,United<br>States,90
White Blend,United<br>States,84
Cabernet Sauvignon,United<br>States,84
Pinot Noir,United<br>States,84
Pinot Noir,United<br>States,84
Tempranillo,United<br>States,90
Red Blend,United<br>States,90
Sparkling Blend,United<br>States,90
Cabernet Sauvignon,United<br>States,85
Chardonnay,United<br>States,87
Cabernet Franc,United<br>States,85
Pinot Noir,United<br>States,87
Tempranillo,United<br>States,86
Petite Sirah,United<br>States,86
Pinot Noir,United<br>States,86
Sparkling Blend,United<br>States,86
Syrah,United<br>States,86
White Blend,United<br>States,86
Zinfandel,United<br>States,86
Pinot Noir,United<br>States,86
Pinot Noir,United<br>States,86
Chardonnay,United<br>States,86
Syrah,United<br>States,86
Chardonnay,United<br>States,86
Pinot Noir,United<br>States,86
Zinfandel,United<br>States,86
Grenache,United<br>States,86
Chardonnay,United<br>States,88
Sauvignon Blanc,United<br>States,88
Viognier,United<br>States,88
White Blend,United<br>States,87
Cabernet Franc,United<br>States,88
Sauvignon Blanc,United<br>States,87
Merlot,United<br>States,88
Merlot,United<br>States,88
Tempranillo,United<br>States,88
Pinot Noir,United<br>States,88
Cabernet Franc,United<br>States,88
Riesling,United<br>States,88
Cabernet Sauvignon,United<br>States,86
Bordeaux-style Red Blend,United<br>States,87
Cabernet Sauvignon,United<br>States,87
Pinot Gris,United<br>States,87
Cabernet Sauvignon,United<br>States,87
Viognier,United<br>States,87
Malbec,United<br>States,85
Cabernet Franc,United<br>States,85
Riesling,United<br>States,87
G-S-M,United<br>States,85
Riesling,United<br>States,87
Pinot Noir,United<br>States,87
Merlot,United<br>States,85
Chardonnay,United<br>States,87
Red Blend,United<br>States,87
Sauvignon Blanc,United<br>States,87
Riesling,United<br>States,87
Petit Verdot,United<br>States,86
Chardonnay,United<br>States,87
Tempranillo,United<br>States,87
Cabernet Franc,United<br>States,87
Cabernet Sauvignon,United<br>States,87
Petite Sirah,United<br>States,85
Zinfandel,United<br>States,87
St. Vincent,United<br>States,85
Pinot Noir,United<br>States,87
Pinot Gris,United<br>States,87
Chardonnay,United<br>States,87
Chardonnay,United<br>States,87
Riesling,United<br>States,87
Chardonnay,United<br>States,87
Cabernet Sauvignon,United<br>States,87
Red Blend,United<br>States,85
Barbera,United<br>States,90
Zinfandel,United<br>States,85
Cabernet Sauvignon,United<br>States,90
Red Blend,United<br>States,92
Chardonnay,United<br>States,84
Pinot Noir,United<br>States,92
White Blend,United<br>States,92
Rosé,United<br>States,83
Pinot Noir,United<br>States,83
Sauvignon Blanc,United<br>States,83
Pinot Noir,United<br>States,94
Sparkling Blend,United<br>States,94
Riesling,United<br>States,94
Pinot Noir,United<br>States,92
Cabernet Sauvignon,United<br>States,94
Cabernet Sauvignon,United<br>States,94
Pinot Noir,United<br>States,84
Bordeaux-style Red Blend,United<br>States,94
Cabernet Sauvignon,United<br>States,94
Cabernet Sauvignon,United<br>States,94
Malbec,United<br>States,92
Sauvignon Blanc,United<br>States,94
Syrah,United<br>States,92
Cabernet Sauvignon,United<br>States,94
Chardonnay,United<br>States,92
Cabernet Sauvignon,United<br>States,92
Chenin Blanc,United<br>States,92
Cabernet Sauvignon,United<br>States,89
Pinot Noir,United<br>States,92
Pinot Noir,United<br>States,92
Sauvignon Blanc,United<br>States,89
Rhône-style Red Blend,United<br>States,94
Mourvèdre,United<br>States,89
Chardonnay,United<br>States,84
Sauvignon Blanc,United<br>States,92
Bordeaux-style Red Blend,United<br>States,86
Cabernet Sauvignon,United<br>States,85
Albariño,United<br>States,87
Chardonnay,United<br>States,86
Sparkling Blend,United<br>States,86
Pinot Grigio,United<br>States,86
Pinot Noir,United<br>States,92
Cabernet Sauvignon,United<br>States,86
Chardonnay,United<br>States,92
Petite Sirah,United<br>States,86
Cabernet Sauvignon,United<br>States,86
Gewürztraminer,United<br>States,86
Rosé,United<br>States,86
Syrah,United<br>States,84
Syrah,United<br>States,92
Rosé,United<br>States,86
Pinot Noir,United<br>States,86
Chardonnay,United<br>States,86
Red Blend,United<br>States,84
Syrah,United<br>States,84
Cabernet Sauvignon,United<br>States,84
Syrah,United<br>States,92
Syrah,United<br>States,92
Sauvignon Blanc,United<br>States,92
Pinot Noir,United<br>States,92
Shiraz,United<br>States,84
Sauvignon Blanc,United<br>States,84
Syrah,United<br>States,84
Viognier,United<br>States,86
Merlot,United<br>States,89
Cabernet Sauvignon,United<br>States,89
Pinot Noir,United<br>States,87
Petit Verdot,United<br>States,91
Pinot Noir,United<br>States,90
Chardonnay,United<br>States,91
Bordeaux-style Red Blend,United<br>States,90
Red Blend,United<br>States,90
Cabernet Sauvignon,United<br>States,91
Pinot Noir,United<br>States,94
Sparkling Blend,United<br>States,94
Cabernet Sauvignon,United<br>States,94
Bordeaux-style Red Blend,United<br>States,94
Bordeaux-style Red Blend,United<br>States,90
Tannat,United<br>States,94
White Blend,United<br>States,94
Pinot Noir,United<br>States,90
Chardonnay,United<br>States,94
Red Blend,United<br>States,90
Pinot Noir,United<br>States,94
Pinot Noir,United<br>States,94
Cabernet Sauvignon,United<br>States,94
Pinot Noir,United<br>States,94
Pinot Noir,United<br>States,90
Chardonnay,United<br>States,94
Gewürztraminer,United<br>States,90
Pinot Noir,United<br>States,93
Rhône-style Red Blend,United<br>States,93
Chardonnay,United<br>States,90
Pinot Noir,United<br>States,93
G-S-M,United<br>States,90
Chardonnay,United<br>States,94
Syrah,United<br>States,95
Zinfandel,United<br>States,91
Pinot Noir,United<br>States,94
Sparkling Blend,United<br>States,89
Chardonnay,United<br>States,89
Sangiovese,United<br>States,89
Bordeaux-style Red Blend,United<br>States,89
Cabernet Sauvignon,United<br>States,89
Pinot Gris,United<br>States,87
Cabernet Franc,United<br>States,87
Malbec,United<br>States,89
Pinot Noir,United<br>States,89
Garnacha,United<br>States,90
Cabernet Sauvignon,United<br>States,90
Cabernet Sauvignon,United<br>States,90
Red Blend,United<br>States,90
Cabernet Sauvignon,United<br>States,90
Chardonnay,United<br>States,90
Cabernet Franc,United<br>States,90
Riesling,United<br>States,90
Zinfandel,United<br>States,87
Sauvignon Blanc,United<br>States,90
Cabernet Sauvignon,United<br>States,87
Cabernet Sauvignon-Cabernet Franc,United<br>States,90
Syrah,United<br>States,90
Bordeaux-style Red Blend,United<br>States,91
Bordeaux-style Red Blend,United<br>States,91
Rosé,United<br>States,91
Cabernet Sauvignon,United<br>States,91
Pinot Noir,United<br>States,91
Pinot Gris,United<br>States,87
Verdelho,United<br>States,87
Bordeaux-style Red Blend,United<br>States,88
Chardonnay,United<br>States,91
Bordeaux-style Red Blend,United<br>States,91
Tempranillo,United<br>States,91
Pinot Noir,United<br>States,93
Pinot Noir,United<br>States,93
Pinot Noir,United<br>States,93
